"id","gender","age","attnpassed","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
65,1,22,0,97,50,76,50,85,84,92,94,50,17,10,7,5,10,9,24,34,16,75,93,76,50,49,93,50,49,97,19,18,37,14,14,27,15,49,12,37,34,90,50,13,78,16,16,50,33,15,18,13,13,24,9,23,23,65,95,51,99,94,50,57,42,89,30,11,47,3,11,13,10,11,12,90,49,35,25,91,50,87,70,50,15,20,50,15,14,0,16,11,20,25,37,25,40,26,88,19,75,59,11,32,15,11,12,32,11,9,14,96,20,13,51,94,18,99,49,50,6,13,9,20,6,13,2,12,13,94,64,37,68,88,50,92,89,72,30,6,8,6,9,14,24,18,14,78,96,93,88,90,50,34,73,78,24,14,22,15,12,12,14,33,13,80,24,90,90,75,64,24,89,93,95,10,82,24,9,17,18,89,50,12,13,16,10,4,10,13,15,16,11,93,31,50,95,21,20,50,25,13,12,11,10,36,21,33,29,5,20,34,92,37,50,61,55,50,83,24,14,6,10,8,6,6,8,10,8,38,50,87,87,42,34,78,93,16,16,14,10,12,15,15,14,16,30,94,88,76,100,89,79,100,50,12,19,5,9,14,26,5,18,16,13,12,38,23,7,87,50,90,29,21,25,35,26,30,7,25,12,35,16,18,88,34,76,32,87,39,68,51,50,19,14,14,10,15,16,50,11,18,50,45,51,63,50,81,33,50,17,25,15,27,11,25,20,13,5,8,50,85,51,30,39,50,93,71,66,50,51,70,68,99,50,31,18,14,50,34,15,30,31,50,50
66,1,53,0,76,35,23,38,44,22,71,54,66,26,0,2,5,0,0,0,25,5,34,92,8,15,12,35,43,8,20,5,1,8,0,0,1,1,15,15,10,9,41,32,6,71,8,11,75,19,7,4,3,1,17,2,7,12,26,17,6,86,3,15,14,4,89,22,1,20,3,1,2,2,4,2,21,16,16,5,72,8,33,39,16,16,0,2,0,0,0,0,0,1,14,16,33,4,7,27,20,32,13,8,4,4,3,0,1,0,20,1,17,29,3,21,19,5,96,13,12,14,1,1,2,0,0,0,6,15,75,0,10,3,83,4,60,72,9,11,3,3,1,1,0,0,1,25,62,70,57,91,16,42,36,26,84,31,6,8,0,0,0,0,68,11,78,15,22,79,73,31,60,25,38,76,13,32,24,29,34,73,58,17,1,1,16,1,1,1,0,0,0,10,62,10,7,91,28,20,83,36,11,4,2,26,3,5,3,4,4,21,3,42,11,25,56,23,78,58,15,1,11,3,1,0,12,6,2,30,17,17,26,82,45,61,85,58,0,5,12,1,0,2,3,3,3,24,25,80,59,68,88,66,93,78,1,3,10,3,0,2,1,0,23,22,10,74,66,95,60,79,93,29,0,1,9,0,0,3,3,1,9,20,32,14,40,69,89,62,96,65,2,6,33,3,0,12,1,0,24,33,33,75,61,82,75,66,85,75,56,3,2,3,14,4,32,56,5,26,15,21,38,31,38,37,88,41,50,20,30,50,65,40,50,55,16,18,20,65,31,36,23,32,22,31
67,2,41,1,100,26,15,51,89,24,66,88,38,76,3,0,4,4,2,0,17,0,6,100,53,37,20,68,12,7,59,2,0,7,2,2,4,1,2,12,62,37,100,2,61,91,61,38,73,3,8,4,10,0,6,2,6,2,60,4,21,100,48,0,62,25,67,85,2,0,9,0,0,0,2,3,90,11,43,37,100,58,72,75,9,30,1,5,5,1,0,0,0,19,12,60,85,13,59,100,26,50,66,2,2,4,1,2,3,7,23,2,71,5,79,22,15,56,100,65,15,2,0,1,13,8,0,4,0,2,87,24,55,53,87,63,62,100,51,57,1,15,4,1,18,1,5,3,68,64,6,92,5,65,50,55,100,23,10,6,9,2,0,3,6,0,74,1,3,98,63,1,66,50,61,100,33,6,50,7,3,0,9,3,0,9,2,0,4,2,12,2,1,23,100,45,68,86,64,13,23,66,6,6,1,1,1,0,0,3,8,37,65,100,84,63,76,91,98,71,2,0,0,1,0,2,3,3,1,48,54,64,100,75,76,84,94,86,0,1,10,0,1,4,4,7,0,9,85,62,87,100,90,79,71,93,2,4,0,0,0,0,3,7,3,2,50,91,80,90,100,76,87,76,0,2,0,1,0,3,3,3,1,7,55,81,75,90,76,100,75,69,0,15,1,0,2,29,3,10,33,19,57,94,58,53,77,72,100,63,6,5,1,2,0,0,0,2,3,60,19,77,90,83,76,71,86,100,69,50,68,71,51,70,66,68,68,15,29,69,14,14,33,14,15,50
68,2,37,0,100,65,93,81,87,91,80,10,88,32,61,14,24,19,22,37,21,14,21,100,77,70,68,22,70,57,97,23,27,14,30,14,5,86,17,14,83,69,100,93,94,74,69,79,80,17,26,73,46,18,31,15,34,24,76,81,89,100,91,90,75,50,25,20,24,21,20,17,19,24,22,42,85,20,65,88,100,69,71,42,69,22,26,25,32,45,23,21,21,20,79,69,63,67,87,100,15,60,76,29,14,17,14,34,9,25,25,18,91,56,59,58,74,79,100,55,58,22,17,29,31,16,17,15,17,21,84,71,46,66,60,30,64,100,19,45,15,38,20,13,27,17,68,12,87,91,85,87,86,89,74,45,100,22,16,21,21,10,24,18,30,17,16,24,24,24,25,18,26,14,26,100,68,52,65,86,81,70,78,22,18,22,36,17,19,18,14,18,20,16,100,72,75,81,35,81,41,53,15,18,33,29,27,20,11,46,24,82,89,100,81,96,84,90,90,85,21,36,16,22,22,45,14,35,23,77,85,78,100,88,83,65,85,80,14,27,25,39,26,20,35,45,35,88,87,90,78,100,90,75,92,86,28,25,28,17,20,28,20,32,17,13,64,87,63,90,100,65,88,72,19,17,23,58,30,31,32,16,8,65,72,77,75,87,82,100,91,77,19,30,16,26,10,27,33,37,28,60,66,78,92,69,87,68,100,89,10,12,30,23,28,33,21,16,15,83,60,80,89,82,86,90,87,100,34,56,73,52,58,63,53,66,33,14,34,67,33,29,25,31,0,38
69,2,57,0,100,69,63,83,71,83,74,81,84,70,40,19,12,37,17,22,40,16,80,100,65,64,64,88,75,72,70,23,43,13,57,16,24,70,50,64,69,74,100,73,67,87,74,64,73,56,45,41,25,45,55,21,73,13,67,60,69,100,70,58,68,69,84,66,45,25,17,13,25,35,23,19,89,73,83,64,100,82,86,77,77,55,34,27,15,24,15,16,32,25,79,71,83,83,71,100,77,72,79,71,44,26,8,26,33,29,56,42,72,71,72,75,69,74,100,75,78,54,45,32,29,18,16,19,36,34,80,62,66,74,84,45,78,100,68,53,33,18,19,25,16,14,15,37,77,72,39,87,61,85,77,69,100,72,47,54,15,24,21,39,57,35,68,25,60,82,68,65,71,70,67,100,73,75,71,83,79,75,56,69,15,13,63,38,39,33,56,38,32,69,100,78,73,77,72,74,72,75,33,27,37,22,19,30,30,23,22,77,68,100,70,82,83,81,86,81,35,61,20,11,27,9,23,15,10,67,76,89,100,83,87,85,70,86,12,8,25,11,18,14,8,9,25,76,79,83,85,100,90,90,88,85,20,72,57,58,19,43,37,26,37,77,78,82,79,87,100,88,88,88,59,61,53,55,16,57,37,11,5,66,82,81,78,83,84,100,91,87,8,62,40,13,9,57,10,12,43,68,71,76,81,84,94,87,100,89,17,76,67,22,9,10,25,18,22,81,71,80,84,80,89,86,78,100,74,50,83,70,67,70,71,84,50,33,31,16,28,29,0,15,13,26
70,2,43,0,91,92,88,96,98,87,89,89,80,88,39,79,45,39,42,83,65,60,79,98,96,70,83,83,92,91,85,95,39,84,42,65,81,77,64,63,85,89,98,93,95,81,83,91,77,77,60,39,78,39,27,61,65,40,80,82,78,98,89,92,85,80,97,96,37,86,31,46,24,58,55,77,76,88,87,83,88,84,90,89,86,93,45,40,45,39,88,45,78,34,69,96,82,79,80,96,90,75,40,90,37,44,40,56,37,48,89,58,80,83,88,76,78,83,98,56,93,82,36,62,43,34,34,39,38,35,95,88,76,75,94,87,96,97,75,87,86,86,68,37,39,27,36,45,80,83,75,94,79,73,67,87,90,91,41,45,62,45,46,62,65,62,89,86,83,87,65,70,87,90,79,90,72,88,76,91,79,90,80,94,45,42,58,34,67,29,35,43,39,65,93,42,61,60,63,71,59,83,37,67,42,72,71,40,33,37,62,85,67,93,65,81,92,80,68,89,42,41,73,45,38,39,35,34,30,85,82,80,89,83,96,84,78,85,43,61,33,60,27,39,31,33,29,61,91,87,86,93,81,89,91,94,37,64,83,82,41,59,40,86,36,91,74,78,92,94,97,85,86,86,74,98,59,68,60,63,61,38,37,61,75,90,88,94,82,92,94,84,38,57,44,73,35,57,20,75,43,68,71,95,81,94,90,92,94,90,66,17,40,55,36,76,35,33,26,84,84,85,72,91,91,82,86,99,41,45,64,55,47,59,75,72,33,3,15,16,15,17,14,11,2,24
71,1,30,1,100,45,61,42,64,83,73,63,50,46,50,43,43,50,46,50,43,43,88,100,48,45,51,59,76,70,61,47,34,42,50,42,45,50,50,48,60,56,100,50,57,73,63,37,50,50,46,50,37,46,44,41,49,50,73,70,93,100,58,75,42,63,64,49,48,43,44,42,44,47,46,43,46,58,50,56,100,50,60,78,93,51,50,41,42,42,50,50,35,50,53,78,57,59,62,100,100,65,51,39,42,46,44,42,50,43,50,50,42,50,54,48,50,50,100,50,50,50,40,46,50,38,45,50,46,40,57,82,58,53,63,52,43,100,47,42,50,44,50,50,51,40,51,50,56,56,84,66,46,50,60,64,100,50,45,50,50,44,47,44,58,52,50,50,50,50,52,51,50,48,54,100,52,46,43,50,50,46,50,50,42,50,44,46,50,45,45,44,48,50,100,50,58,97,50,69,80,50,47,53,45,45,45,46,50,50,50,50,50,50,50,80,42,50,65,50,40,43,13,27,50,36,46,32,46,50,72,60,100,96,44,50,99,99,50,43,33,35,28,50,47,41,46,50,96,50,50,50,73,50,75,51,50,48,34,50,41,44,48,46,47,59,46,50,98,53,100,81,90,56,42,50,50,39,44,51,52,33,51,50,50,58,40,50,80,100,92,48,43,48,50,48,36,50,39,43,50,50,41,43,45,50,47,98,100,53,46,42,46,37,46,49,50,41,45,51,50,61,51,50,58,50,59,100,84,84,86,84,85,84,85,85,66,15,16,66,33,31,50,16,50,50
72,1,25,1,85,7,14,50,39,15,86,39,6,8,13,2,1,6,10,6,9,33,6,96,60,50,16,85,21,3,77,13,16,10,57,13,25,4,51,8,13,17,89,31,39,84,36,6,60,4,4,12,8,8,4,0,20,3,58,13,19,86,15,6,33,17,73,65,11,50,67,4,8,8,2,5,34,8,38,16,92,25,21,6,8,13,5,8,3,16,0,2,0,1,9,36,62,2,6,83,25,20,35,9,6,8,3,6,11,1,5,0,92,12,22,17,75,10,92,25,10,8,9,0,5,5,3,0,9,4,65,1,20,61,96,31,11,96,14,10,11,6,0,0,0,2,0,32,30,64,91,74,25,88,34,32,94,68,12,62,10,15,0,10,76,7,27,8,46,92,30,35,85,11,98,95,2,70,4,1,3,11,3,17,7,7,12,4,31,13,11,24,6,14,89,3,16,16,31,24,15,24,11,6,0,43,6,4,0,7,7,11,9,95,16,20,24,63,6,15,7,6,0,12,0,1,4,4,9,11,55,62,84,74,84,57,65,90,9,7,5,3,3,5,7,6,12,11,38,22,54,76,65,67,68,63,1,3,0,4,0,3,2,8,1,10,56,65,64,21,93,74,79,12,11,25,1,36,9,11,5,3,20,13,14,69,64,66,26,89,83,41,6,2,0,3,0,8,5,0,5,8,8,21,11,24,13,25,75,14,38,0,15,15,24,2,5,66,5,2,23,59,37,56,7,66,38,90,66,16,50,67,50,67,67,33,15,33,15,68,15,32,33,15,35,34
73,2,33,0,100,88,73,74,91,77,84,82,82,75,64,92,13,2,8,18,50,11,73,100,12,81,81,94,81,95,90,69,67,96,19,11,2,18,1,7,76,75,100,74,38,85,61,82,78,65,59,61,2,22,7,32,10,16,78,70,75,100,94,62,74,77,91,84,7,75,17,16,6,7,12,14,91,88,65,88,100,64,74,90,77,59,20,64,6,8,8,11,7,9,67,87,79,63,35,100,44,83,75,54,26,32,8,11,5,4,11,60,90,61,28,24,83,6,100,93,77,62,27,88,10,10,5,60,15,25,96,80,63,85,91,64,65,100,78,55,19,16,3,4,7,20,13,38,86,83,81,94,79,82,72,75,100,89,77,89,12,5,27,60,62,25,75,81,80,85,83,67,91,83,98,100,81,83,24,69,28,60,25,25,77,61,9,76,72,18,68,20,96,76,100,83,98,83,63,65,78,59,66,86,35,88,29,24,73,25,9,91,98,100,75,76,76,61,65,22,13,6,16,13,66,8,83,14,23,63,88,87,100,93,81,80,87,65,1,50,16,10,2,22,69,3,22,63,80,33,96,100,91,93,97,83,14,62,7,12,8,11,69,4,85,67,75,86,95,91,100,91,82,74,50,1,17,22,18,89,77,25,8,75,76,88,73,94,92,100,93,94,2,63,18,50,16,11,50,3,37,21,59,66,88,92,93,96,100,65,61,36,68,33,11,11,16,15,50,37,63,75,90,71,76,69,66,100,99,77,89,99,90,89,97,97,99,1,49,84,15,20,16,0,0,71
74,2,28,1,100,78,83,90,87,91,91,93,90,72,54,87,17,41,58,60,84,20,83,100,92,54,82,90,91,92,63,63,20,25,37,60,25,88,65,34,90,92,100,86,91,81,67,71,89,94,80,63,16,15,8,30,16,31,81,90,82,100,73,76,31,80,94,91,24,85,30,35,11,29,67,37,100,82,88,85,100,86,85,89,87,88,13,70,30,21,10,20,60,24,74,85,75,95,87,100,38,68,90,87,12,28,29,75,42,35,84,84,88,75,92,62,81,82,100,81,87,83,68,29,10,32,7,72,36,30,95,91,97,60,91,64,72,100,81,82,21,0,32,38,23,13,9,8,90,96,90,91,91,89,67,65,100,71,18,65,15,31,20,70,25,14,91,72,65,96,85,81,87,64,79,100,66,64,60,67,69,55,90,43,10,20,66,32,29,19,23,10,58,30,100,67,87,91,36,61,62,70,17,66,12,31,85,17,63,38,29,60,71,100,89,98,95,79,89,78,31,15,15,11,17,11,71,76,3,63,87,92,100,69,72,87,87,81,31,83,15,30,16,13,10,30,19,67,99,88,92,100,92,87,92,91,17,27,55,20,25,27,16,17,19,29,70,81,78,91,100,65,97,74,83,10,56,80,28,65,26,5,33,80,57,74,83,94,79,100,90,69,12,20,26,21,15,16,17,37,24,33,80,99,89,99,82,85,100,85,33,19,33,28,4,21,11,35,7,63,62,86,90,16,21,69,96,100,50,32,67,68,48,33,57,63,50,15,15,34,18,16,15,15,15,15
75,2,39,0,100,94,30,33,92,30,32,93,50,29,92,85,63,85,1,44,43,51,94,99,18,88,70,78,44,89,88,15,26,12,31,63,37,42,46,35,22,67,100,30,79,75,32,17,13,8,61,31,26,21,34,89,35,33,58,20,11,50,64,61,35,74,96,18,14,52,21,56,16,93,11,87,76,20,63,96,100,10,5,94,27,60,81,29,31,16,17,23,12,60,46,48,80,88,17,90,79,36,85,77,19,13,54,77,17,27,27,74,80,19,50,28,58,53,100,14,88,40,18,10,27,71,67,29,24,65,98,73,81,12,90,96,83,24,36,90,14,35,10,57,32,31,49,54,67,90,8,46,92,83,39,79,77,70,38,33,60,92,31,13,13,34,90,86,93,15,11,66,29,18,30,98,89,84,28,74,66,93,61,20,29,64,77,31,25,14,12,39,16,37,98,82,76,93,45,77,42,41,89,29,16,87,5,28,80,44,15,42,88,99,81,41,87,93,91,81,85,24,16,66,46,37,31,37,29,50,33,18,23,37,61,23,75,82,5,33,41,5,12,39,57,20,23,38,28,92,88,90,95,10,90,95,30,89,30,38,10,24,90,52,68,62,86,57,16,91,73,32,9,64,32,65,45,25,31,18,31,84,11,32,72,96,58,50,26,99,62,67,28,32,33,6,13,8,58,50,7,68,13,9,96,62,82,8,99,81,38,26,19,57,59,34,44,5,81,70,59,15,97,30,20,58,61,9,32,16,35,16,73,65,67,50,2,22,69,37,37,35,35,36,15,50
76,1,33,1,92,66,90,71,85,87,63,34,79,70,27,33,13,7,10,30,6,18,76,91,80,79,82,72,69,15,82,68,12,32,13,20,31,31,37,26,37,74,93,85,75,70,65,36,87,76,30,21,17,36,29,19,23,29,73,74,80,92,74,91,56,30,83,61,29,33,32,38,30,17,40,33,67,71,82,82,87,85,56,41,86,70,15,28,12,15,20,16,6,15,83,81,80,80,83,87,72,34,79,68,25,38,15,22,30,21,16,36,68,73,52,68,69,62,90,6,61,67,15,21,29,34,22,43,25,39,18,79,15,22,27,64,8,91,40,65,80,25,77,81,86,60,71,66,87,76,78,98,83,90,65,29,91,80,33,36,19,8,25,25,40,27,82,89,89,88,78,65,70,66,91,90,95,62,71,74,78,62,74,73,12,12,12,12,39,19,32,66,8,74,88,76,91,89,69,67,90,67,30,14,27,33,38,28,32,58,36,64,78,87,78,61,86,76,72,87,31,30,20,21,34,26,8,28,22,84,90,81,89,94,85,94,97,98,12,19,31,18,21,26,16,76,19,82,91,72,72,91,68,85,90,85,21,24,30,11,31,34,21,72,15,58,81,87,78,85,97,70,78,64,24,44,33,19,58,68,25,62,27,85,70,64,81,84,73,92,87,87,21,20,33,10,0,13,24,75,29,73,76,84,93,89,77,88,98,88,17,33,34,30,9,22,21,26,25,80,81,81,88,84,70,88,83,96,68,68,84,69,85,71,59,21,68,7,15,34,15,28,15,34,23,31
77,1,31,1,100,32,17,68,83,89,90,16,73,70,11,26,31,14,40,11,76,15,75,100,62,81,10,84,83,75,69,87,66,18,39,25,21,24,29,91,23,72,100,31,85,68,18,33,27,24,72,22,79,88,26,69,18,31,29,82,87,100,19,67,67,92,89,72,90,81,60,85,78,67,14,91,87,86,67,86,100,71,87,75,72,38,64,14,74,21,19,32,43,17,80,83,67,82,79,65,88,76,83,67,89,70,25,20,85,65,82,84,73,72,68,81,32,60,100,85,41,75,85,69,62,73,86,69,87,82,72,88,86,86,90,82,88,100,31,20,24,25,83,77,13,88,20,25,26,90,35,91,38,78,85,71,100,78,32,82,66,66,62,15,76,62,84,78,18,85,33,92,89,75,89,21,81,94,77,74,96,68,84,80,33,31,91,71,82,81,71,66,30,78,100,53,86,82,78,73,83,78,17,92,81,21,33,29,70,65,75,75,77,100,82,90,88,88,28,81,78,69,78,23,65,56,71,39,77,92,11,96,100,84,70,83,94,77,12,1,32,15,72,78,18,88,72,36,70,85,87,82,84,89,93,89,15,26,29,39,29,83,12,80,33,87,93,84,71,80,100,64,36,88,33,67,9,85,24,16,40,82,67,83,78,87,88,68,86,100,78,81,30,88,37,15,12,32,88,12,88,90,67,89,81,93,90,87,100,13,18,24,81,85,31,65,68,85,12,72,93,79,82,86,78,84,41,100,71,56,28,27,62,42,77,72,94,82,30,22,70,23,67,30,64,25
78,2,29,0,99,94,97,89,90,91,98,95,93,27,5,17,18,3,14,18,6,17,96,100,95,99,82,84,89,92,100,27,12,12,33,6,12,13,17,29,97,85,100,95,98,99,96,95,92,38,17,24,24,18,12,99,8,22,96,86,76,100,94,92,95,94,98,39,17,7,13,13,15,16,14,20,95,98,88,97,100,95,97,99,38,25,10,10,19,19,15,16,12,9,95,79,96,96,95,100,93,95,95,26,17,7,23,25,10,14,17,19,91,88,98,94,94,97,100,100,91,23,42,25,15,4,7,10,22,20,96,91,91,95,96,92,97,100,97,40,15,18,19,1,11,11,10,17,78,84,94,98,97,90,94,91,100,26,17,18,22,8,17,27,12,12,51,34,35,20,11,32,17,13,58,100,59,64,46,57,50,40,33,55,11,15,25,12,29,13,17,16,12,39,100,90,98,94,83,90,97,98,19,6,32,14,17,18,6,14,15,3,93,100,90,96,96,89,91,52,12,17,19,15,16,17,22,13,51,78,93,92,100,96,98,98,98,94,9,13,13,9,13,28,10,6,28,97,100,99,100,100,100,93,100,80,21,18,24,7,16,17,13,14,18,53,98,94,99,100,100,100,97,93,14,17,22,11,20,19,33,16,24,57,96,95,65,100,97,100,99,95,25,13,5,16,6,10,18,3,17,92,95,79,100,100,95,91,99,97,7,9,8,14,14,15,25,15,13,38,84,92,82,90,90,95,95,100,65,85,77,83,68,86,79,86,68,30,32,81,50,35,36,50,34,68
79,2,40,0,100,100,100,100,100,100,100,76,100,53,0,24,0,100,0,0,100,51,100,100,77,25,100,100,100,79,99,77,51,56,51,100,25,23,100,0,78,77,100,100,51,100,100,80,100,51,51,54,53,78,2,51,100,100,100,77,51,100,1,23,25,25,100,24,25,24,6,100,1,51,100,8,100,78,100,77,100,53,100,100,51,100,51,100,78,76,0,77,100,0,100,100,100,0,100,100,98,51,100,54,25,51,0,52,0,77,100,71,100,53,100,26,100,80,100,27,78,51,23,24,25,76,23,27,78,51,81,78,68,10,52,51,51,100,53,25,78,76,64,100,0,25,51,51,99,100,80,100,51,100,100,53,100,7,51,51,76,100,51,24,52,10,26,52,24,100,51,0,0,77,0,100,77,51,51,51,78,51,51,53,12,0,6,23,26,25,0,53,0,51,100,77,28,79,27,77,53,51,26,27,0,0,11,53,25,51,76,51,100,100,79,51,100,51,53,51,11,25,0,51,51,53,100,100,0,78,78,54,100,100,87,79,78,51,0,100,78,11,100,100,0,78,81,23,100,99,76,99,100,99,100,98,80,22,0,79,0,0,25,79,26,100,8,78,51,100,100,100,100,99,77,74,79,100,51,76,62,76,53,77,51,88,100,100,100,100,99,99,51,51,0,79,79,25,99,79,52,23,19,99,78,100,80,99,100,25,100,1,12,51,25,100,51,79,51,10,9,51,100,77,50,51,99,100,68,68,51,80,36,51,100,15,98,0,32,33,18,15,0,70,0,100
80,2,31,0,24,82,90,78,76,25,100,100,77,75,0,27,0,4,25,1,0,85,65,24,75,0,80,77,90,92,77,75,0,24,0,2,3,76,25,78,90,76,91,88,26,100,27,14,94,0,76,0,0,24,35,51,80,77,79,76,77,25,77,0,23,89,98,76,0,24,0,0,0,0,7,87,76,49,100,80,26,78,98,100,26,24,25,12,0,0,0,0,11,0,90,76,77,26,24,25,89,67,24,0,77,4,0,0,3,0,5,78,78,23,78,18,95,78,77,10,7,23,0,50,0,0,2,0,0,0,100,76,51,76,95,77,76,25,77,0,0,23,0,0,3,24,0,92,76,26,99,100,24,78,75,77,24,76,9,12,0,0,0,0,76,72,76,0,100,77,3,23,90,25,26,23,26,24,25,3,50,4,50,3,3,0,0,2,0,24,0,26,77,39,24,0,100,76,24,76,88,0,25,2,0,2,24,0,24,12,24,77,78,93,77,77,76,76,79,0,0,0,13,0,0,50,0,1,0,76,100,10,100,100,76,75,97,99,0,0,2,0,1,0,0,0,6,25,78,50,76,25,95,89,100,100,0,50,2,0,0,0,7,0,27,24,76,100,89,98,75,78,100,10,0,75,51,76,15,1,25,25,76,94,78,79,77,100,91,76,100,78,0,50,19,0,0,7,0,0,22,15,92,77,95,100,100,76,25,77,95,9,24,79,27,24,5,0,3,76,0,10,76,76,78,75,77,25,69,52,50,69,69,51,69,69,32,0,15,70,15,0,0,0,0,32
81,1,23,1,100,50,94,89,97,80,17,77,89,37,23,32,24,18,16,22,10,15,50,100,80,74,86,85,24,86,64,20,22,20,17,16,14,15,18,18,93,85,100,89,87,77,80,79,87,32,41,19,26,18,23,18,17,16,68,50,75,100,50,65,50,51,88,60,21,25,23,20,18,16,29,24,100,87,82,68,100,78,62,87,77,10,17,18,18,15,17,18,9,19,87,82,93,90,85,100,11,87,77,17,19,22,16,18,16,19,16,18,85,17,50,78,53,76,99,15,41,16,16,17,23,20,17,0,4,14,100,98,100,100,100,76,90,100,87,23,9,22,14,16,18,25,18,25,50,18,87,100,53,89,73,37,100,66,21,15,21,28,8,15,16,32,87,53,66,61,50,22,50,36,79,100,20,24,31,30,50,17,14,48,13,14,18,15,24,16,14,17,16,24,100,44,76,100,14,74,94,71,9,13,18,55,13,21,14,19,26,28,28,100,76,93,93,87,99,36,9,14,18,53,19,13,14,17,18,25,67,12,100,99,89,92,92,100,20,11,16,14,26,87,18,13,16,24,100,97,100,100,100,95,100,93,15,14,12,15,20,11,16,6,17,21,18,83,92,90,100,64,100,70,17,30,23,10,18,20,13,34,18,7,83,50,91,94,72,100,85,93,13,15,16,16,29,50,12,15,15,16,100,76,91,100,100,100,100,100,26,9,8,18,14,4,18,34,18,33,62,69,92,100,90,95,21,100,34,32,51,50,50,50,50,50,16,13,30,68,33,31,31,50,15,68
82,1,27,1,100,100,100,75,74,100,100,91,100,17,0,0,0,0,0,0,0,0,100,100,89,78,18,80,100,85,88,27,0,0,0,0,18,39,67,0,86,100,100,100,100,100,100,100,81,100,0,34,22,40,100,0,71,100,0,75,12,100,65,100,100,0,100,78,0,0,0,0,0,0,13,0,82,76,100,67,100,100,100,100,85,24,0,0,0,0,0,0,0,0,100,87,33,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,100,76,0,100,59,59,100,0,64,30,0,0,0,0,0,0,0,0,100,100,25,100,0,100,79,100,100,0,0,0,0,28,0,0,0,0,55,100,62,95,26,66,63,82,100,100,0,0,0,0,22,0,18,0,10,17,0,100,0,0,76,3,0,100,0,0,2,0,17,25,41,0,0,0,0,0,0,0,0,0,0,0,100,42,58,100,73,45,74,78,0,0,0,0,0,0,0,0,0,0,63,100,33,53,100,0,100,64,0,0,0,0,0,0,0,34,0,0,65,27,100,100,82,81,100,100,0,0,0,0,0,0,0,0,0,0,100,53,100,100,100,77,100,90,0,0,0,0,0,6,0,0,0,0,19,55,81,100,100,100,70,85,0,0,0,0,0,0,0,0,15,19,38,72,100,71,60,100,100,100,0,12,29,0,0,0,0,0,0,0,88,70,79,83,100,80,100,63,0,0,0,0,0,0,0,0,0,0,62,0,80,24,89,45,100,100,50,33,84,100,100,68,100,85,100,68,68,50,66,49,66,0,0,85
